#{"t_start": 1585925231.215345, "env_id": "SoftReacher-v0"}
r,l,t
-132.043457,10,4060.645322
-15.394166,1,4060.712834
-43.260078,2,4060.845349
-35.914184,3,4060.968739
-70.693723,6,4061.348347
-72.443647,4,4061.63547
-11.224418,1,4061.682573
-146.10704,8,4062.1445
-40.521152,2,4062.22495
-13.324095,8,4062.612262
-31.249337,2,4062.746043
-162.330824,12,4063.47389
-101.247118,12,4064.160204
-77.638158,9,4064.627927
-75.661809,4,4064.874789
-21.384113,1,4064.941166
-84.980643,4,4065.134299
-30.041722,2,4065.269963
-80.734606,4,4065.478897
-122.475262,9,4066.101458
-70.070122,9,4066.728691
-73.155445,4,4066.92183
-34.637961,14,4067.516497
-35.859673,2,4067.610054
-12.749979,3,4067.753387
-14.765868,4,4067.958568
-47.333163,4,4068.144873
-42.46217,7,4068.48574
-0.29408,1,4068.550785
-1.944631,1,4068.582301
-55.246903,5,4068.825554
-96.247284,9,4069.279216
-63.816379,4,4069.50049
-60.851178,7,4069.987269
-16.589022,1,4070.018116
-125.166561,8,4070.551515
-37.997048,2,4070.644739
-87.700927,5,4070.910128
-22.368404,1,4070.957309
-45.870958,6,4071.283323
-10.541531,1,4071.349615
-26.282246,11,4071.820584
-18.938512,4,4072.015064
-35.733023,8,4072.48994
-68.326836,7,4072.827934
-74.002227,4,4073.01925
-99.215338,6,4073.440413
-78.481881,9,4073.978823
-20.146669,1,4074.044436
-41.85541,4,4074.234116
-29.555445,4,4074.441607
-111.671992,9,4074.991282
-37.405658,2,4075.087593
-133.871192,8,4075.516879
-21.894376,1,4075.564822
-68.778883,4,4075.771995
-41.891238,2,4075.864704
-2.778245,1,4075.896021
-66.486417,12,4076.67827
-49.080186,6,4077.018224
-85.835734,4,4077.207899
-83.39889,4,4077.46693
-42.664911,6,4077.796448
-38.672149,9,4078.257046
-39.529574,2,4078.35289
-70.939931,5,4078.672394
-80.290207,5,4078.945848
-20.137107,7,4079.382462
-100.585982,5,4079.647909
-14.081095,2,4079.776877
-12.57721,1,4079.824215
-42.897364,7,4080.316154
-36.878031,8,4080.879501
-25.174025,2,4080.996166
-97.802539,6,4081.321704
-25.746088,2,4081.420469
-22.913684,1,4081.48612
-20.507888,1,4081.532954
-63.085774,3,4081.675498
-33.335835,8,4082.207607
-77.881846,11,4082.858636
-4.035552,2,4082.952159
-52.727966,6,4083.342876
-31.351814,4,4083.546009
-22.390153,1,4083.593528
-76.399872,8,4084.103788
-36.232683,3,4084.252304
-54.006589,6,4084.554859
-15.832438,1,4084.619803
-53.780501,3,4084.761462
-15.133733,1,4084.826089
-84.644446,10,4085.389012
-107.608963,5,4085.669075
-31.096793,2,4085.746996
-37.484591,7,4086.09217
-24.290747,2,4086.246528
-14.995212,1,4086.311789
-90.029481,8,4086.696846
-129.572136,7,4087.095099
-14.955828,3,4087.312546
-51.886521,3,4087.460878
-22.515675,1,4087.507636
-15.353219,1,4087.573503
-47.643252,3,4087.736389
-6.911216,1,4087.784254
-21.241603,1,4087.815538
-42.321571,2,4087.909613
-15.479841,1,4087.958622
-123.67641,12,4088.811778
-38.363842,2,4088.940948
-38.031264,3,4089.121871
-41.503707,3,4089.264174
-72.403102,6,4089.563107
-45.029422,3,4089.674788
-31.240966,8,4090.070096
-40.869533,2,4090.166288
-80.08777,4,4090.354944
-16.640559,1,4090.418293
-99.549127,5,4090.685918
-43.413178,4,4090.874557
-20.816443,1,4090.905081
-108.240482,8,4091.355634
-73.389123,4,4091.584893
-34.570567,2,4091.714752
-181.520559,11,4092.445626
-61.106385,3,4092.637273
-82.396217,6,4093.000566
-91.291654,6,4093.337418
-54.123401,3,4093.488341
-76.469956,4,4093.749395
-63.19003,3,4093.893219
-84.048381,8,4094.351059
-58.582647,10,4094.914121
-77.486993,7,4095.260365
-20.891017,4,4095.418379
-130.28939,14,4096.141999
-46.606858,4,4096.339484
-18.131686,1,4096.390236
-56.725346,3,4096.538456
-137.290624,7,4096.893692
-23.739016,2,4096.991553
-88.12821,7,4097.39316
-19.743421,1,4097.445307
-122.284722,6,4097.752421
-28.033402,4,4097.941857
-37.670446,4,4098.235334
-83.545228,5,4098.492109
-115.180951,6,4098.816846
-54.53701,4,4099.064202
-68.227295,5,4099.417995
-48.378446,4,4099.692379
-57.883059,3,4099.835338
-21.024706,3,4099.976208
-170.213263,9,4100.56555
-9.874307,1,4100.629652
-63.293706,8,4101.043293
-88.897087,5,4101.286357
-22.698628,1,4101.334922
-87.210741,9,4101.779449
-83.631636,5,4102.125212
-132.649987,9,4102.716833
-51.802249,4,4102.943631
-115.338547,8,4103.362622
-16.237049,3,4103.511278
-24.562132,5,4103.772284
-21.362246,1,4103.836961
-84.362939,4,4104.02791
-51.024093,3,4104.175097
-29.822472,2,4104.272661
-16.339879,1,4104.321321
-109.289274,6,4104.657311
-47.281163,3,4104.852827
-25.945474,3,4105.002647
-35.566517,2,4105.140356
-37.984229,2,4105.255873
-6.384468,1,4105.305789
-35.777725,2,4105.404463
-78.944277,10,4105.993402
-5.986075,2,4106.088387
-8.11023,1,4106.155488
-13.630365,4,4106.352513
-100.305328,12,4107.120766
-51.951501,3,4107.341806
-12.02523,1,4107.409476
-120.24435,6,4107.753993
-26.731064,6,4108.077551
-70.712629,4,4108.280865
-7.987452,4,4108.488057
-59.201953,5,4108.731883
-25.838762,3,4108.854424
-27.635247,2,4108.952535
-50.695856,3,4109.096025
-127.425279,8,4109.516071
-95.136998,6,4109.835743
-93.107621,13,4110.641255
-92.208318,6,4110.944995
-84.966825,5,4111.240306
-20.521364,1,4111.305879
-87.750111,6,4111.601205
-105.764011,8,4112.043193
-60.678199,3,4112.224321
-55.743703,8,4112.760139
-51.473564,4,4112.956627
-87.251964,11,4113.646687
-64.917878,5,4113.89538
-109.782903,12,4114.498997
-8.218568,1,4114.548645
-20.45904,1,4114.579953
-98.104084,15,4115.413755
-105.319686,7,4115.844069
-75.767459,11,4116.503559
-19.645438,5,4116.761934
-144.032237,8,4117.318047
-21.721685,1,4117.387214
-4.869718,1,4117.417743
-122.441532,12,4118.195736
-10.71651,1,4118.24275
-136.797671,8,4118.707353
-13.349095,1,4118.755283
-14.881643,1,4118.802961
-17.331784,3,4118.941223
-76.051804,4,4119.154308
-65.890023,6,4119.481257
-28.177212,4,4119.723947
-10.882269,1,4119.770737
-43.586466,10,4120.38057
-19.400136,1,4120.428714
-16.881678,2,4120.581965
-8.07674,2,4120.676522
-33.199663,5,4120.936296
-39.722437,2,4121.088203
-43.481193,2,4121.221079
-10.6773,3,4121.430941
-72.595254,4,4121.624053
-72.760558,4,4121.815902
-56.249094,3,4121.924736
-16.629878,1,4121.972821
-162.610449,9,4122.488345
-54.797241,5,4122.771046
-6.466341,1,4122.81786
-41.626326,2,4122.919368
-7.195456,2,4123.016001
-15.532201,4,4123.226084
-107.857736,5,4123.483713
-116.257973,15,4124.449161
-48.497443,9,4124.957629
-108.363786,7,4125.4085
-24.768685,4,4125.603419
-41.208364,2,4125.697027
-127.753567,8,4126.233613
-14.902648,3,4126.450248
-42.053095,5,4126.68909
-42.835984,6,4127.020399
-7.62383,3,4127.165153
-62.639,5,4127.417818
-69.010945,9,4127.89095
-120.942787,6,4128.255351
-21.309923,1,4128.30378
-130.01415,7,4128.647171
-120.603979,6,4128.985252
-48.208188,7,4129.475449
-31.038907,5,4129.710037
-32.893422,7,4130.112615
-9.633757,1,4130.160301
-74.894397,4,4130.352067
-38.978207,3,4130.520195
-112.906429,10,4131.197621
-102.327612,9,4131.671518
-42.996143,2,4131.804829
-5.309587,2,4131.904554
-62.321296,3,4132.085697
-77.295322,4,4132.320767
-48.877278,5,4132.601633
-11.548635,1,4132.649751
-36.15942,2,4132.784797
-43.296814,2,4132.864032
-22.837292,4,4133.149396
-15.949452,6,4133.50009
-9.029556,1,4133.546187
-6.207849,2,4133.642228
-116.753653,7,4134.081419
-101.034879,8,4134.504426
-101.678686,8,4134.909042
-109.430126,8,4135.450108
-11.154609,1,4135.516324
-29.626081,2,4135.630458
-40.092784,4,4135.821078
-26.691717,3,4135.977091
-68.142318,4,4136.174643
-66.549404,9,4136.701819
-6.164548,1,4136.766479
-12.569956,1,4136.814117
-146.293151,9,4137.37951
-94.673678,5,4137.618832
-116.053879,6,4138.04053
-36.829341,2,4138.191659
-120.506628,13,4138.878623
-18.057936,2,4138.974428
-82.922434,5,4139.25361
-7.871989,1,4139.299754
-50.159233,5,4139.546725
-80.93794,4,4139.796021
-66.046092,4,4139.988711
-15.419893,1,4140.036894
-28.434067,3,4140.187482
-42.876848,5,4140.506222
-49.355039,5,4140.7472
-17.219357,2,4140.84321
-50.642557,3,4140.992498
-32.134451,2,4141.137999
-103.859488,7,4141.591035
-26.997621,3,4141.784106
-39.454556,5,4142.053407
-70.833879,4,4142.281524
-16.239333,1,4142.347191
-130.589201,13,4143.010321
-59.800075,3,4143.146165
-90.350611,11,4143.820215
-81.519085,4,4144.003294
-8.296856,4,4144.201027
-19.291444,5,4144.46668
-41.452944,2,4144.547214
-66.974014,5,4144.842288
-34.539813,2,4144.94334
-15.242021,1,4145.007791
-71.939029,4,4145.21647
-21.109482,1,4145.28161
-18.311637,1,4145.344765
-46.951509,7,4145.783682
-20.905072,1,4145.815009
-10.357607,2,4145.892203
-128.803473,14,4146.622017
-60.966719,4,4146.813432
-18.88833,1,4146.860273
-84.991706,6,4147.153757
-28.316941,4,4147.360325
-30.885006,4,4147.547588
-77.600303,7,4147.935914
-164.440091,10,4148.569546
-86.591204,4,4148.778681
-16.263116,1,4148.824316
-129.089163,11,4149.557798
-19.512745,1,4149.623821
-63.99732,6,4150.049448
-61.253693,3,4150.190224
-89.416018,6,4150.481101
-2.17949,1,4150.547425
-94.354754,7,4151.013317
-102.340879,17,4152.101434
-49.514547,3,4152.225545
-85.286756,7,4152.580426
-15.217644,1,4152.645729
-63.41306,3,4152.800636
-5.018588,1,4152.847673
-61.084331,10,4153.342739
-34.631073,6,4153.633219
-62.568898,4,4153.831178
-117.756013,8,4154.365824
-24.60385,5,4154.643715
-47.490439,10,4155.351125
-2.424938,2,4155.429649
-49.448716,3,4155.608013
-87.524633,4,4155.873671
-103.04686,6,4156.326848
-30.858046,2,4156.45955
-84.919297,4,4156.654908
-46.533494,4,4156.868375
-130.298632,7,4157.336516
-20.303025,1,4157.367645
-109.122088,11,4157.982894
-38.595254,2,4158.106454
-26.745797,5,4158.351499
-10.539239,1,4158.398269
-22.829042,1,4158.446619
-19.931268,1,4158.49343
-21.933434,1,4158.560731
-22.155246,3,4158.743006
-145.54032,7,4159.089973
-89.555716,5,4159.427472
-84.577865,4,4159.67943
-70.299909,5,4159.923798
-65.663952,3,4160.121628
-87.929428,6,4160.506164
-36.930779,3,4160.650038
-112.409119,7,4161.129005
-35.446844,2,4161.206474
-60.313909,5,4161.452301
-14.462491,2,4161.531056
-3.817641,1,4161.579234
-13.005396,3,4161.72287
-16.135989,1,4161.791344
-15.64611,2,4161.889916
-36.087349,6,4162.185767
-14.407135,1,4162.253164
-37.89668,4,4162.461236
-13.901837,2,4162.59586
-65.439374,7,4162.992907
-124.572513,7,4163.340669
-138.452283,8,4163.872451
-83.147976,6,4164.204623
-82.766535,12,4165.030337
-22.410267,1,4165.09639
-27.881402,2,4165.232202
-16.240496,3,4165.379478
-34.740557,2,4165.516111
-58.167242,4,4165.730568
-7.217491,1,4165.779912
-84.543752,6,4166.116977
-10.41342,1,4166.163757
-106.232744,5,4166.433388
-40.812354,8,4166.854411
-44.092934,4,4167.031799
-48.277112,5,4167.297652
-68.646418,4,4167.588835
-42.135168,2,4167.686936
-119.779763,12,4168.544011
-74.004601,4,4168.825757
-85.09406,5,4169.169253
-27.846232,7,4169.570146
-13.36399,1,4169.639464
-115.306776,6,4169.942792
-35.509386,2,4170.040704
-96.747724,5,4170.297289
-9.07836,1,4170.365519
-39.053925,3,4170.517506
-17.824,1,4170.585804
-87.694227,4,4170.781132
-44.627332,18,4172.140813
-97.08012,5,4172.435512
-141.633934,7,4172.860837
-41.793429,3,4172.97875
-110.816501,6,4173.330892
-42.995377,2,4173.44157
-15.386263,2,4173.583492
-14.388696,2,4173.722641
-98.580007,6,4174.055609
-127.918771,8,4174.540449
-123.337962,12,4175.177994
-30.202867,2,4175.280318
-64.113011,3,4175.431871
-21.147352,1,4175.482022
-16.712682,3,4175.70436
-83.990901,10,4176.281291
-43.703753,3,4176.503566
-55.19566,9,4176.963399
-42.176647,2,4177.059527
-61.281236,3,4177.224902
-22.050604,1,4177.273186
-58.168159,3,4177.399463
-21.224518,4,4177.59195
-65.080002,6,4177.989083
-25.822487,2,4178.124824
-8.802009,2,4178.227499
-4.483285,1,4178.274707
-114.579577,6,4178.7292
-14.837747,1,4178.7932
-37.612682,2,4178.87047
-87.021207,5,4179.122247
-67.630458,10,4179.685003
-21.507087,1,4179.732959
-49.867086,3,4179.935231
-19.464632,3,4180.059299
-37.630363,2,4180.152544
-99.655635,13,4180.841543
-41.249027,6,4181.268634
-36.482172,2,4181.402004
-11.872006,1,4181.453349
-68.081654,4,4181.722101
-74.892469,4,4181.917443
-103.134273,8,4182.369677
-84.404365,5,4182.736636
-111.230244,6,4183.034399
-12.629678,1,4183.102588
-109.006024,8,4183.683546
-42.205119,2,4183.77826
-22.041766,1,4183.80962
-63.504202,5,4184.126939
-19.215389,1,4184.216961
-21.983953,6,4184.525107
-117.253937,6,4184.852544
-20.163842,1,4184.932597
-112.634606,6,4185.324224
-50.615572,3,4185.523655
-51.257987,6,4185.823946
-5.613765,2,4185.927676
-16.795725,1,4185.975379
-15.977257,1,4186.022633
-73.541046,4,4186.247119
-36.74347,5,4186.48649
-145.696705,7,4186.873178
-67.154598,7,4187.208209
-85.100142,6,4187.502132
-21.698736,1,4187.550493
-47.559931,3,4187.731046
-59.362962,3,4187.915635
-37.422373,4,4188.144731
-9.690366,2,4188.265668
-9.777769,1,4188.312529
-44.219003,4,4188.502596
-36.770471,3,4188.645225
-54.281685,3,4188.792896
-57.79124,3,4188.998318
-17.251412,3,4189.127751
-87.061292,5,4189.45293
-41.081741,6,4189.738925
-19.798868,1,4189.803405
-40.603884,2,4189.913286
-64.163637,3,4190.056029
-48.614415,4,4190.250082
-22.979573,3,4190.395902
-74.377516,5,4190.668237
-2.393662,1,4190.715876
-56.541902,4,4190.92448
-16.618649,5,4191.146618
-53.521482,4,4191.429287
-40.86713,2,4191.522071
-51.737529,4,4191.766354
-39.322501,3,4191.893736
-20.475052,1,4191.943443
-119.200762,11,4192.667225
-63.973318,3,4192.790415
-92.294019,10,4193.322885
-110.534153,9,4193.787941
-119.175771,10,4194.448384
-18.844591,1,4194.513002
-11.779585,2,4194.606562
-58.643856,4,4194.762052
-57.34245,4,4195.025808
-14.847964,2,4195.127474
-18.719829,1,4195.191843
-74.573979,11,4195.849568
-52.949532,3,4195.995768
-63.438708,3,4196.142492
-106.377876,8,4196.65125
-119.500029,6,4196.988505
-33.951185,2,4197.083444
-4.685222,5,4197.335773
-38.532508,2,4197.465285
-7.930456,1,4197.514235
-59.844191,3,4197.720912
-117.860558,10,4198.213821
-31.188848,6,4198.530848
-21.416307,1,4198.577399
-142.653335,7,4199.010103
-59.050161,6,4199.384741
-20.743977,2,4199.48519
-17.857418,5,4199.728585
-10.894968,1,4199.776867
-57.328289,4,4199.971878
-3.746921,2,4200.068143
-33.000488,5,4200.315897
-17.112819,4,4200.541538
-34.899452,3,4200.693777
-66.955316,4,4200.89328
-84.162186,5,4201.213277
-106.559918,5,4201.507982
-43.375551,3,4201.692014
-7.884798,1,4201.740111
-18.305136,1,4201.819221
-33.73846,6,4202.241336
-14.373906,1,4202.307617
-103.943728,5,4202.571644
-27.783913,6,4202.902176
-133.824844,6,4203.233908
-85.4238,9,4203.833069
-89.337771,4,4204.092992
-11.187446,1,4204.141181
-36.707996,2,4204.273277
-20.556045,1,4204.321167
-30.965794,5,4204.56319
-36.855809,8,4205.033517
-137.446151,10,4205.660823
-29.841869,3,4205.841287
-104.727542,5,4206.11381
-85.503333,5,4206.410945
-27.129554,3,4206.554869
-6.161225,1,4206.602671
-64.415528,5,4206.89629
-27.353183,3,4207.061278
-21.098623,1,4207.092656
-86.836215,4,4207.311543
-20.18228,1,4207.380503
-11.593987,1,4207.462507
-57.092065,4,4207.65669
-19.226271,5,4207.936032
-168.454116,15,4208.958583
-176.501348,11,4209.699515
-36.780176,5,4209.965652
-83.876972,12,4210.685529
-42.61038,3,4210.835207
-59.730709,8,4211.279639
-58.472451,7,4211.656658
-19.490832,1,4211.688672
-64.596364,4,4211.936658
-65.216483,4,4212.234769
-38.957491,5,4212.492191
-61.263028,3,4212.691495
-39.504206,4,4212.886696
-134.48568,13,4213.722935
-2.488597,1,4213.770327
-11.057525,1,4213.802224
-76.021241,8,4214.194422
-6.717118,2,4214.29185
-7.433524,8,4214.71825
-105.934342,5,4215.058505
-66.935739,3,4215.206129
-17.03674,2,4215.34041
-79.095372,6,4215.651479
-100.350239,5,4215.966828
-18.580493,1,4216.013932
-2.655818,1,4216.064515
-37.504672,2,4216.166701
-30.334463,2,4216.264673
-11.193305,1,4216.345297
-8.812972,3,4216.487041
-10.119146,3,4216.611778
-74.785332,4,4216.806564
-16.865094,1,4216.871865
-56.755022,3,4217.018288
-41.251545,2,4217.096439
-80.257206,5,4217.344802
-19.310595,1,4217.417754
-112.030736,12,4218.128859
-69.497128,6,4218.551782
-89.296998,7,4218.963282
-142.101947,7,4219.340796
-61.399501,10,4219.859639
-16.244499,1,4219.925142
-34.755659,7,4220.337514
-20.030655,1,4220.385543
-43.26715,4,4220.586917
-105.006546,5,4220.946327
-60.150689,3,4221.145107
-50.311476,9,4221.586069
-67.817425,11,4222.146954
-41.99915,7,4222.520159
-65.141353,3,4222.643466
-93.078989,5,4222.941247
-65.125102,3,4223.088393
-58.661794,4,4223.281857
-36.483482,2,4223.415727
-41.013638,2,4223.510888
-13.670927,1,4223.579828
-167.034493,10,4224.163303
-17.878287,1,4224.241088
-9.830508,2,4224.373253
-114.804921,16,4225.476777
-102.087339,5,4225.732929
-24.084173,4,4225.944203
-53.255449,8,4226.350191
-32.042532,6,4226.683651
-34.092953,3,4226.828603
-87.962981,9,4227.343309
-103.804691,5,4227.609669
-109.1563,5,4227.889888
-98.65532,5,4228.167878
-24.108685,2,4228.263346
-19.641842,1,4228.294253
-51.298639,9,4228.779025
-3.754943,1,4228.809314
-18.540923,3,4228.957182
-26.127252,4,4229.219733
-19.890833,1,4229.285299
-66.264362,4,4229.505578
-105.354351,6,4229.799979
-85.910151,5,4230.061527
-127.516264,12,4230.890385
-114.12709,8,4231.329801
-9.096103,1,4231.398456
-60.365019,3,4231.583887
-64.62391,7,4232.006674
-4.003629,1,4232.055826
-88.122718,5,4232.318211
-152.864439,7,4232.744274
-91.579566,6,4233.091531
-11.436243,1,4233.181887
-106.603521,5,4233.442902
-7.490163,1,4233.494931
-51.748201,3,4233.642763
-50.3213,4,4233.859619
-20.036713,6,4234.177229
-4.199089,1,4234.255121
-104.955689,7,4234.730918
-83.864438,5,4235.006113
-36.907582,5,4235.269553
-58.822316,8,4235.810845
-9.742506,1,4235.860372
-68.521946,5,4236.143527
-118.006732,6,4236.571178
-16.899447,4,4236.766643
-13.690102,4,4237.008435
-53.15376,4,4237.285388
-18.917231,2,4237.381273
-116.255288,6,4237.717419
-13.366784,1,4237.786349
-5.818225,3,4237.993284
-69.739742,5,4238.24499
-21.311324,1,4238.293769
-110.199531,6,4238.729812
-109.199544,5,4238.97938
-80.580563,12,4239.689604
-51.063779,3,4239.840456
-12.45425,1,4239.911967
-71.810128,9,4240.395671
-38.245923,4,4240.597942
-103.478641,5,4240.870418
-38.906896,6,4241.202754
-26.230418,3,4241.429103
-53.02026,8,4241.867861
-39.133165,4,4242.134615
-13.597582,2,4242.230903
-98.02091,5,4242.527539
-32.100565,5,4242.892025
-51.877403,4,4243.140116
-129.396766,6,4243.490626
-9.929577,1,4243.536107
-18.461989,1,4243.603587
-8.274584,1,4243.669568
-94.301205,5,4244.015133
-47.540775,5,4244.254413
-51.929627,4,4244.52477
-58.703694,5,4244.859439
-36.735391,4,4245.112204
-13.778895,5,4245.382632
-19.719782,1,4245.428687
-44.177716,3,4245.625948
-69.877994,11,4246.267896
-19.837477,1,4246.315377
-16.620731,1,4246.364649
-29.915165,4,4246.596812
-58.779621,5,4246.840847
-104.075307,9,4247.435667
-153.203694,14,4248.268022
-43.641291,9,4248.738776
-60.590992,3,4248.866748
-21.47682,1,4248.920934
